date,time,cash_type,card,price,coffee_name,quarter,month,year
2024-07-11,10:33,card,ANON-0000-0000-0370,2.302,Americano,3,7,2024
2024-07-12,7:12,card,ANON-0000-0000-0371,2.302,Cortado,3,7,2024
2024-07-12,7:52,card,ANON-0000-0000-0372,3.282,Hot Chocolate,3,7,2024
2024-07-12,11:23,card,ANON-0000-0000-0178,3.282,Hot Chocolate,3,7,2024
2024-07-12,15:28,card,ANON-0000-0000-0177,3.282,Hot Chocolate,3,7,2024
2024-07-12,17:05,card,ANON-0000-0000-0179,3.282,Hot Chocolate,3,7,2024
2024-07-13,11:40,card,ANON-0000-0000-0365,3.282,Latte,3,7,2024
2024-07-13,15:45,card,ANON-0000-0000-0365,3.282,Latte,3,7,2024
2024-07-14,7:31,card,ANON-0000-0000-0373,2.302,Americano,3,7,2024
2024-07-14,7:38,card,ANON-0000-0000-0373,2.792,Americano with Milk,3,7,2024
2024-07-14,10:24,card,ANON-0000-0000-0373,3.282,Cappuccino,3,7,2024
2024-07-14,11:08,card,ANON-0000-0000-0374,3.282,Latte,3,7,2024
2024-07-14,14:09,card,ANON-0000-0000-0375,2.302,Americano,3,7,2024
2024-07-14,16:13,card,ANON-0000-0000-0376,3.282,Latte,3,7,2024
2024-07-15,8:40,card,ANON-0000-0000-0377,3.282,Cappuccino,3,7,2024
2024-07-16,7:57,card,ANON-0000-0000-0378,2.792,Americano with Milk,3,7,2024
2024-07-16,15:03,card,ANON-0000-0000-0367,3.282,Hot Chocolate,3,7,2024
2024-07-17,6:49,card,ANON-0000-0000-0379,2.792,Americano with Milk,3,7,2024
2024-07-18,7:09,card,ANON-0000-0000-0380,2.792,Americano with Milk,3,7,2024
2024-07-18,8:30,card,ANON-0000-0000-0381,1.812,Espresso,3,7,2024
2024-07-18,8:56,card,ANON-0000-0000-0059,2.302,Americano,3,7,2024
2024-07-18,9:05,card,ANON-0000-0000-0059,2.302,Americano,3,7,2024
2024-07-18,9:24,card,ANON-0000-0000-0059,2.302,Cortado,3,7,2024
2024-07-18,10:08,card,ANON-0000-0000-0375,3.282,Latte,3,7,2024
2024-07-18,10:24,card,ANON-0000-0000-0382,3.282,Cappuccino,3,7,2024
2024-07-18,11:33,card,ANON-0000-0000-0009,3.282,Latte,3,7,2024
2024-07-18,13:14,card,ANON-0000-0000-0383,3.282,Hot Chocolate,3,7,2024
2024-07-18,13:16,card,ANON-0000-0000-0383,3.282,Latte,3,7,2024
2024-07-18,13:47,card,ANON-0000-0000-0384,3.282,Latte,3,7,2024
2024-07-19,6:03,card,ANON-0000-0000-0375,2.302,Americano,3,7,2024
2024-07-19,6:06,card,ANON-0000-0000-0385,2.792,Americano with Milk,3,7,2024
2024-07-19,7:35,card,ANON-0000-0000-0386,3.282,Latte,3,7,2024
2024-07-19,10:26,card,ANON-0000-0000-0386,2.792,Americano with Milk,3,7,2024
2024-07-19,11:43,card,ANON-0000-0000-0384,3.282,Latte,3,7,2024
2024-07-19,12:29,card,ANON-0000-0000-0384,3.282,Cocoa,3,7,2024
2024-07-19,16:26,card,ANON-0000-0000-0384,3.282,Latte,3,7,2024
2024-07-19,16:59,card,ANON-0000-0000-0384,3.282,Latte,3,7,2024
2024-07-20,7:02,card,ANON-0000-0000-0387,2.302,Americano,3,7,2024
2024-07-20,7:45,card,ANON-0000-0000-0387,3.282,Latte,3,7,2024
2024-07-20,9:20,card,ANON-0000-0000-0387,2.302,Americano,3,7,2024
2024-07-20,13:13,card,ANON-0000-0000-0388,3.282,Latte,3,7,2024
2024-07-20,16:19,card,ANON-0000-0000-0389,3.282,Latte,3,7,2024
2024-07-20,16:26,card,ANON-0000-0000-0390,2.302,Americano,3,7,2024
2024-07-20,17:40,card,ANON-0000-0000-0391,3.282,Latte,3,7,2024
2024-07-21,7:08,card,ANON-0000-0000-0367,3.282,Cocoa,3,7,2024
2024-07-21,7:11,card,ANON-0000-0000-0392,3.282,Cappuccino,3,7,2024
2024-07-21,7:45,card,ANON-0000-0000-0393,2.302,Cortado,3,7,2024
2024-07-21,17:47,card,ANON-0000-0000-0394,3.282,Latte,3,7,2024
2024-07-22,6:04,card,ANON-0000-0000-0375,2.302,Americano,3,7,2024
2024-07-22,8:53,card,ANON-0000-0000-0395,2.302,Americano,3,7,2024
2024-07-22,15:42,card,ANON-0000-0000-0385,2.792,Americano with Milk,3,7,2024
2024-07-22,16:18,card,ANON-0000-0000-0396,3.282,Latte,3,7,2024
2024-07-23,6:18,card,ANON-0000-0000-0197,3.282,Latte,3,7,2024
2024-07-23,6:38,card,ANON-0000-0000-0395,2.302,Americano,3,7,2024
2024-07-23,6:49,card,ANON-0000-0000-0397,2.792,Americano with Milk,3,7,2024
2024-07-23,8:42,card,ANON-0000-0000-0398,3.282,Cocoa,3,7,2024
2024-07-23,12:17,card,ANON-0000-0000-0399,3.282,Latte,3,7,2024
2024-07-23,12:34,card,ANON-0000-0000-0375,2.302,Americano,3,7,2024
2024-07-23,12:52,card,ANON-0000-0000-0400,2.792,Americano with Milk,3,7,2024
2024-07-23,13:08,card,ANON-0000-0000-0401,2.792,Americano with Milk,3,7,2024
2024-07-23,13:31,card,ANON-0000-0000-0401,3.282,Latte,3,7,2024
2024-07-23,14:33,card,ANON-0000-0000-0009,3.282,Latte,3,7,2024
2024-07-23,17:21,card,ANON-0000-0000-0012,2.302,Americano,3,7,2024
2024-07-23,17:39,card,ANON-0000-0000-0012,2.302,Americano,3,7,2024
2024-07-24,7:31,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,7,2024
2024-07-24,7:57,card,ANON-0000-0000-0385,2.792,Americano with Milk,3,7,2024
2024-07-24,8:27,card,ANON-0000-0000-0402,1.812,Espresso,3,7,2024
2024-07-24,9:00,card,ANON-0000-0000-0379,3.282,Cappuccino,3,7,2024
2024-07-24,9:40,card,ANON-0000-0000-0399,3.282,Latte,3,7,2024
2024-07-24,10:04,card,ANON-0000-0000-0012,1.812,Espresso,3,7,2024
2024-07-24,11:47,card,ANON-0000-0000-0009,3.282,Latte,3,7,2024
2024-07-24,11:59,card,ANON-0000-0000-0205,3.282,Cappuccino,3,7,2024
2024-07-24,13:13,card,ANON-0000-0000-0205,3.282,Cappuccino,3,7,2024
2024-07-24,13:32,card,ANON-0000-0000-0040,2.792,Americano with Milk,3,7,2024
2024-07-24,14:46,card,ANON-0000-0000-0040,2.302,Americano,3,7,2024
2024-07-24,17:30,card,ANON-0000-0000-0012,2.302,Americano,3,7,2024
2024-07-25,6:04,card,ANON-0000-0000-0012,2.302,Americano,3,7,2024
2024-07-25,6:14,card,ANON-0000-0000-0399,3.282,Latte,3,7,2024
2024-07-25,7:14,card,ANON-0000-0000-0385,2.792,Americano with Milk,3,7,2024
2024-07-25,10:02,card,ANON-0000-0000-0375,2.302,Americano,3,7,2024
2024-07-25,10:24,card,ANON-0000-0000-0403,3.282,Cappuccino,3,7,2024
2024-07-25,11:30,card,ANON-0000-0000-0257,3.282,Cappuccino,3,7,2024
2024-07-25,12:13,card,ANON-0000-0000-0404,2.302,Cortado,3,7,2024
2024-07-25,12:54,card,ANON-0000-0000-0404,1.812,Espresso,3,7,2024
2024-07-25,15:05,card,ANON-0000-0000-0328,2.302,Cortado,3,7,2024
2024-07-25,17:42,card,ANON-0000-0000-0405,3.282,Cocoa,3,7,2024
2024-07-26,6:08,card,ANON-0000-0000-0406,3.282,Latte,3,7,2024
2024-07-26,6:15,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,7,2024
2024-07-26,6:23,card,ANON-0000-0000-0059,1.812,Espresso,3,7,2024
2024-07-26,7:22,card,ANON-0000-0000-0407,2.302,Cortado,3,7,2024
2024-07-26,7:42,card,ANON-0000-0000-0407,2.302,Cortado,3,7,2024
2024-07-26,7:59,card,ANON-0000-0000-0408,3.282,Latte,3,7,2024
2024-07-26,9:35,card,ANON-0000-0000-0408,3.282,Latte,3,7,2024
2024-07-26,10:44,card,ANON-0000-0000-0385,2.792,Americano with Milk,3,7,2024
2024-07-26,11:05,card,ANON-0000-0000-0379,2.792,Americano with Milk,3,7,2024
2024-07-26,11:18,card,ANON-0000-0000-0339,3.282,Cappuccino,3,7,2024
2024-07-26,11:31,card,ANON-0000-0000-0339,3.282,Cappuccino,3,7,2024
2024-07-26,12:34,card,ANON-0000-0000-0409,3.282,Latte,3,7,2024
2024-07-26,15:03,card,ANON-0000-0000-0410,2.302,Americano,3,7,2024
2024-07-26,15:06,card,ANON-0000-0000-0411,3.282,Cappuccino,3,7,2024
2024-07-26,15:25,card,ANON-0000-0000-0009,3.282,Latte,3,7,2024
2024-07-26,17:03,card,ANON-0000-0000-0412,2.792,Americano with Milk,3,7,2024
2024-07-27,6:29,card,ANON-0000-0000-0097,3.282,Cappuccino,3,7,2024
2024-07-27,8:36,card,ANON-0000-0000-0413,2.792,Americano with Milk,3,7,2024
2024-07-27,8:39,card,ANON-0000-0000-0059,2.792,Americano with Milk,3,7,2024
2024-07-27,9:09,card,ANON-0000-0000-0040,1.812,Espresso,3,7,2024
2024-07-27,9:58,card,ANON-0000-0000-0059,2.792,Americano with Milk,3,7,2024
2024-07-27,10:38,card,ANON-0000-0000-0225,1.812,Espresso,3,7,2024
2024-07-27,11:16,card,ANON-0000-0000-0077,3.282,Latte,3,7,2024
2024-07-27,11:44,card,ANON-0000-0000-0414,3.282,Cappuccino,3,7,2024
2024-07-27,12:34,card,ANON-0000-0000-0415,3.282,Cappuccino,3,7,2024
2024-07-27,13:20,card,ANON-0000-0000-0416,2.792,Americano with Milk,3,7,2024
2024-07-27,14:25,card,ANON-0000-0000-0416,2.792,Americano with Milk,3,7,2024
2024-07-27,16:04,card,ANON-0000-0000-0009,3.282,Latte,3,7,2024
2024-07-27,16:21,card,ANON-0000-0000-0417,3.282,Cappuccino,3,7,2024
2024-07-28,6:45,card,ANON-0000-0000-0012,1.812,Espresso,3,7,2024
2024-07-28,10:29,card,ANON-0000-0000-0276,2.792,Americano with Milk,3,7,2024
2024-07-28,16:46,card,ANON-0000-0000-0276,3.282,Latte,3,7,2024
2024-07-29,6:20,card,ANON-0000-0000-0418,3.282,Latte,3,7,2024
2024-07-29,7:06,card,ANON-0000-0000-0012,2.302,Americano,3,7,2024
2024-07-29,7:19,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,7,2024
2024-07-29,7:39,card,ANON-0000-0000-0003,2.302,Americano,3,7,2024
2024-07-29,8:31,card,ANON-0000-0000-0419,2.792,Americano with Milk,3,7,2024
2024-07-29,9:22,card,ANON-0000-0000-0420,3.282,Cappuccino,3,7,2024
2024-07-29,11:57,card,ANON-0000-0000-0421,3.282,Hot Chocolate,3,7,2024
2024-07-29,14:23,card,ANON-0000-0000-0421,3.282,Hot Chocolate,3,7,2024
2024-07-29,16:05,card,ANON-0000-0000-0422,3.282,Cappuccino,3,7,2024
2024-07-29,17:06,card,ANON-0000-0000-0099,2.302,Americano,3,7,2024
2024-07-29,17:22,card,ANON-0000-0000-0328,3.282,Cocoa,3,7,2024
2024-07-30,6:25,card,ANON-0000-0000-0423,2.792,Americano with Milk,3,7,2024
2024-07-30,6:36,card,ANON-0000-0000-0424,2.302,Cortado,3,7,2024
2024-07-30,7:21,card,ANON-0000-0000-0425,3.282,Cappuccino,3,7,2024
2024-07-30,7:29,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,7,2024
2024-07-30,8:22,card,ANON-0000-0000-0141,2.302,Cortado,3,7,2024
2024-07-30,9:26,card,ANON-0000-0000-0276,2.792,Americano with Milk,3,7,2024
2024-07-30,10:06,card,ANON-0000-0000-0250,3.282,Latte,3,7,2024
2024-07-30,10:21,card,ANON-0000-0000-0426,2.302,Americano,3,7,2024
2024-07-30,10:51,card,ANON-0000-0000-0426,1.812,Espresso,3,7,2024
2024-07-30,11:01,card,ANON-0000-0000-0427,2.792,Americano with Milk,3,7,2024
2024-07-30,11:05,card,ANON-0000-0000-0428,2.792,Americano with Milk,3,7,2024
2024-07-30,12:00,card,ANON-0000-0000-0429,2.792,Americano with Milk,3,7,2024
2024-07-30,12:01,card,ANON-0000-0000-0430,2.792,Americano with Milk,3,7,2024
2024-07-30,12:58,card,ANON-0000-0000-0431,3.282,Latte,3,7,2024
2024-07-30,13:07,card,ANON-0000-0000-0432,2.792,Americano with Milk,3,7,2024
2024-07-30,13:25,card,ANON-0000-0000-0433,2.302,Cortado,3,7,2024
2024-07-30,13:28,card,ANON-0000-0000-0433,2.792,Americano with Milk,3,7,2024
2024-07-30,13:43,card,ANON-0000-0000-0434,1.812,Espresso,3,7,2024
2024-07-30,15:08,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,7,2024
2024-07-30,15:10,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,7,2024
2024-07-30,15:12,card,ANON-0000-0000-0347,2.792,Americano with Milk,3,7,2024
2024-07-30,15:21,card,ANON-0000-0000-0435,3.282,Latte,3,7,2024
2024-07-30,15:56,card,ANON-0000-0000-0436,2.302,Americano,3,7,2024
2024-07-30,17:14,card,ANON-0000-0000-0436,3.282,Cappuccino,3,7,2024
2024-07-31,6:03,card,ANON-0000-0000-0423,2.792,Americano with Milk,3,7,2024
2024-07-31,6:49,card,ANON-0000-0000-0437,2.792,Americano with Milk,3,7,2024
2024-07-31,6:51,card,ANON-0000-0000-0437,2.792,Americano with Milk,3,7,2024
2024-07-31,7:10,card,ANON-0000-0000-0388,2.302,Americano,3,7,2024
2024-07-31,7:34,card,ANON-0000-0000-0388,2.302,Americano,3,7,2024
2024-07-31,7:47,card,ANON-0000-0000-0276,2.792,Americano with Milk,3,7,2024
2024-07-31,8:24,card,ANON-0000-0000-0384,3.282,Cocoa,3,7,2024
2024-07-31,8:27,card,ANON-0000-0000-0384,3.282,Latte,3,7,2024
2024-07-31,8:32,card,ANON-0000-0000-0438,2.792,Americano with Milk,3,7,2024
2024-07-31,8:35,card,ANON-0000-0000-0439,2.302,Cortado,3,7,2024
2024-07-31,8:58,card,ANON-0000-0000-0440,3.282,Latte,3,7,2024
2024-07-31,10:03,card,ANON-0000-0000-0441,2.302,Cortado,3,7,2024
2024-07-31,10:28,card,ANON-0000-0000-0009,3.282,Latte,3,7,2024
2024-07-31,10:34,card,ANON-0000-0000-0442,3.282,Cocoa,3,7,2024
2024-07-31,10:36,card,ANON-0000-0000-0443,2.302,Cortado,3,7,2024
2024-07-31,12:38,card,ANON-0000-0000-0443,3.282,Latte,3,7,2024
2024-07-31,14:56,card,ANON-0000-0000-0153,3.282,Cappuccino,3,7,2024
2024-07-31,14:59,card,ANON-0000-0000-0443,2.302,Cortado,3,7,2024
2024-07-31,15:47,card,ANON-0000-0000-0040,2.792,Americano with Milk,3,7,2024
2024-07-31,16:17,card,ANON-0000-0000-0444,3.282,Latte,3,7,2024
2024-07-31,17:48,card,ANON-0000-0000-0445,3.282,Latte,3,7,2024
2024-07-31,17:50,card,ANON-0000-0000-0446,3.282,Latte,3,7,2024
2024-08-01,6:35,card,ANON-0000-0000-0423,2.792,Americano with Milk,3,8,2024
2024-08-01,7:34,card,ANON-0000-0000-0276,2.792,Americano with Milk,3,8,2024
2024-08-01,9:11,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,8,2024
2024-08-01,9:45,card,ANON-0000-0000-0447,2.792,Americano with Milk,3,8,2024
2024-08-01,9:54,card,ANON-0000-0000-0448,2.302,Cortado,3,8,2024
2024-08-01,12:55,card,ANON-0000-0000-0448,3.282,Cappuccino,3,8,2024
2024-08-01,12:59,card,ANON-0000-0000-0449,3.282,Cappuccino,3,8,2024
2024-08-01,13:02,card,ANON-0000-0000-0423,2.792,Americano with Milk,3,8,2024
2024-08-01,13:30,card,ANON-0000-0000-0450,2.792,Americano with Milk,3,8,2024
2024-08-01,13:34,card,ANON-0000-0000-0450,2.302,Americano,3,8,2024
2024-08-01,14:54,card,ANON-0000-0000-0451,2.302,Americano,3,8,2024
2024-08-01,15:51,card,ANON-0000-0000-0452,3.282,Cappuccino,3,8,2024
2024-08-02,9:17,card,ANON-0000-0000-0453,2.792,Americano with Milk,3,8,2024
2024-08-02,11:33,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,8,2024
2024-08-02,12:12,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-02,15:19,card,ANON-0000-0000-0454,2.792,Americano with Milk,3,8,2024
2024-08-02,15:36,card,ANON-0000-0000-0009,3.282,Latte,3,8,2024
2024-08-03,6:00,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,8,2024
2024-08-03,6:37,card,ANON-0000-0000-0401,2.792,Americano with Milk,3,8,2024
2024-08-03,6:44,card,ANON-0000-0000-0401,2.792,Americano with Milk,3,8,2024
2024-08-03,7:10,card,ANON-0000-0000-0304,2.792,Americano with Milk,3,8,2024
2024-08-03,8:38,card,ANON-0000-0000-0455,2.302,Cortado,3,8,2024
2024-08-03,8:49,card,ANON-0000-0000-0455,2.302,Cortado,3,8,2024
2024-08-03,8:59,card,ANON-0000-0000-0040,1.812,Espresso,3,8,2024
2024-08-03,9:12,card,ANON-0000-0000-0040,2.792,Americano with Milk,3,8,2024
2024-08-03,9:15,card,ANON-0000-0000-0040,2.792,Americano with Milk,3,8,2024
2024-08-03,10:27,card,ANON-0000-0000-0322,2.792,Americano with Milk,3,8,2024
2024-08-03,12:24,card,ANON-0000-0000-0456,3.282,Cappuccino,3,8,2024
2024-08-03,15:58,card,ANON-0000-0000-0457,3.282,Latte,3,8,2024
2024-08-03,16:46,card,ANON-0000-0000-0457,3.282,Latte,3,8,2024
2024-08-04,8:37,card,ANON-0000-0000-0458,3.282,Cappuccino,3,8,2024
2024-08-04,10:13,card,ANON-0000-0000-0040,2.792,Americano with Milk,3,8,2024
2024-08-04,11:58,card,ANON-0000-0000-0258,3.282,Cappuccino,3,8,2024
2024-08-04,14:42,card,ANON-0000-0000-0258,2.792,Americano with Milk,3,8,2024
2024-08-04,16:05,card,ANON-0000-0000-0268,3.282,Cappuccino,3,8,2024
2024-08-04,17:44,card,ANON-0000-0000-0268,3.282,Cappuccino,3,8,2024
2024-08-05,6:10,card,ANON-0000-0000-0459,2.302,Cortado,3,8,2024
2024-08-05,7:02,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,8,2024
2024-08-05,8:03,card,ANON-0000-0000-0375,2.302,Cortado,3,8,2024
2024-08-05,8:26,card,ANON-0000-0000-0460,3.282,Cappuccino,3,8,2024
2024-08-05,12:23,card,ANON-0000-0000-0461,3.282,Latte,3,8,2024
2024-08-05,12:25,card,ANON-0000-0000-0461,3.282,Latte,3,8,2024
2024-08-05,13:11,card,ANON-0000-0000-0462,3.282,Latte,3,8,2024
2024-08-05,13:18,card,ANON-0000-0000-0462,2.792,Americano with Milk,3,8,2024
2024-08-05,14:23,card,ANON-0000-0000-0019,3.282,Latte,3,8,2024
2024-08-05,14:28,card,ANON-0000-0000-0009,3.282,Latte,3,8,2024
2024-08-05,14:31,card,ANON-0000-0000-0463,3.282,Cocoa,3,8,2024
2024-08-05,16:48,card,ANON-0000-0000-0463,3.282,Cocoa,3,8,2024
2024-08-05,17:30,card,ANON-0000-0000-0464,2.792,Americano with Milk,3,8,2024
2024-08-06,6:06,card,ANON-0000-0000-0375,2.302,Cortado,3,8,2024
2024-08-06,6:43,card,ANON-0000-0000-0465,3.282,Hot Chocolate,3,8,2024
2024-08-06,9:28,card,ANON-0000-0000-0466,3.282,Cappuccino,3,8,2024
2024-08-06,9:50,card,ANON-0000-0000-0466,3.282,Latte,3,8,2024
2024-08-06,11:30,card,ANON-0000-0000-0466,3.282,Cocoa,3,8,2024
2024-08-06,14:18,card,ANON-0000-0000-0019,3.282,Latte,3,8,2024
2024-08-06,17:20,card,ANON-0000-0000-0467,2.792,Americano with Milk,3,8,2024
2024-08-06,17:55,card,ANON-0000-0000-0468,3.282,Latte,3,8,2024
2024-08-07,7:18,card,ANON-0000-0000-0453,2.792,Americano with Milk,3,8,2024
2024-08-07,8:07,card,ANON-0000-0000-0003,2.302,Americano,3,8,2024
2024-08-07,9:01,card,ANON-0000-0000-0003,2.302,Americano,3,8,2024
2024-08-07,10:37,card,ANON-0000-0000-0469,1.812,Espresso,3,8,2024
2024-08-07,11:28,card,ANON-0000-0000-0470,2.302,Americano,3,8,2024
2024-08-07,11:35,card,ANON-0000-0000-0009,3.282,Latte,3,8,2024
2024-08-07,14:52,card,ANON-0000-0000-0442,3.282,Cocoa,3,8,2024
2024-08-07,15:04,card,ANON-0000-0000-0328,3.282,Cappuccino,3,8,2024
2024-08-07,16:53,card,ANON-0000-0000-0471,3.282,Latte,3,8,2024
2024-08-07,17:48,card,ANON-0000-0000-0472,3.282,Latte,3,8,2024
2024-08-08,7:51,card,ANON-0000-0000-0141,1.812,Espresso,3,8,2024
2024-08-08,9:47,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-08,11:15,card,ANON-0000-0000-0420,2.792,Americano with Milk,3,8,2024
2024-08-08,12:08,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-08,12:25,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-08,12:57,card,ANON-0000-0000-0473,3.282,Cappuccino,3,8,2024
2024-08-08,16:34,card,ANON-0000-0000-0474,3.282,Cappuccino,3,8,2024
2024-08-08,17:54,card,ANON-0000-0000-0311,2.792,Americano with Milk,3,8,2024
2024-08-09,7:50,card,ANON-0000-0000-0475,3.282,Latte,3,8,2024
2024-08-09,8:44,card,ANON-0000-0000-0476,2.302,Americano,3,8,2024
2024-08-09,9:08,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-09,10:18,card,ANON-0000-0000-0311,2.792,Americano with Milk,3,8,2024
2024-08-09,12:43,card,ANON-0000-0000-0475,3.282,Latte,3,8,2024
2024-08-09,13:06,card,ANON-0000-0000-0477,2.302,Americano,3,8,2024
2024-08-09,15:04,card,ANON-0000-0000-0478,2.302,Americano,3,8,2024
2024-08-09,16:16,card,ANON-0000-0000-0479,3.282,Hot Chocolate,3,8,2024
2024-08-10,6:02,card,ANON-0000-0000-0480,3.282,Cappuccino,3,8,2024
2024-08-10,6:51,card,ANON-0000-0000-0480,2.792,Americano with Milk,3,8,2024
2024-08-10,7:43,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-10,9:53,card,ANON-0000-0000-0012,2.302,Cortado,3,8,2024
2024-08-10,10:33,card,ANON-0000-0000-0012,2.302,Americano,3,8,2024
2024-08-10,12:21,card,ANON-0000-0000-0481,3.282,Latte,3,8,2024
2024-08-10,12:47,card,ANON-0000-0000-0463,2.792,Americano with Milk,3,8,2024
2024-08-10,13:09,card,ANON-0000-0000-0009,3.282,Latte,3,8,2024
2024-08-10,13:44,card,ANON-0000-0000-0482,3.282,Cocoa,3,8,2024
2024-08-10,15:51,card,ANON-0000-0000-0482,3.282,Cocoa,3,8,2024
2024-08-10,16:57,card,ANON-0000-0000-0442,3.282,Cocoa,3,8,2024
2024-08-11,6:34,card,ANON-0000-0000-0440,3.282,Latte,3,8,2024
2024-08-11,6:43,card,ANON-0000-0000-0440,3.282,Latte,3,8,2024
2024-08-11,7:21,card,ANON-0000-0000-0347,2.792,Americano with Milk,3,8,2024
2024-08-11,8:59,card,ANON-0000-0000-0480,3.282,Cappuccino,3,8,2024
2024-08-11,9:26,card,ANON-0000-0000-0480,2.792,Americano with Milk,3,8,2024
2024-08-11,11:45,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-11,12:08,card,ANON-0000-0000-0483,3.282,Latte,3,8,2024
2024-08-11,12:27,card,ANON-0000-0000-0484,2.792,Americano with Milk,3,8,2024
2024-08-11,12:39,card,ANON-0000-0000-0484,3.282,Cocoa,3,8,2024
2024-08-11,13:23,card,ANON-0000-0000-0414,3.282,Cappuccino,3,8,2024
2024-08-11,15:13,card,ANON-0000-0000-0485,1.812,Espresso,3,8,2024
2024-08-11,15:39,card,ANON-0000-0000-0486,2.302,Cortado,3,8,2024
2024-08-11,16:08,card,ANON-0000-0000-0475,3.282,Latte,3,8,2024
2024-08-11,16:39,card,ANON-0000-0000-0487,3.282,Latte,3,8,2024
2024-08-11,17:07,card,ANON-0000-0000-0488,3.282,Cappuccino,3,8,2024
2024-08-12,7:27,card,ANON-0000-0000-0367,3.282,Hot Chocolate,3,8,2024
2024-08-12,8:38,card,ANON-0000-0000-0489,2.792,Americano with Milk,3,8,2024
2024-08-12,8:44,card,ANON-0000-0000-0490,2.302,Americano,3,8,2024
2024-08-12,9:03,card,ANON-0000-0000-0490,3.282,Latte,3,8,2024
2024-08-12,9:51,card,ANON-0000-0000-0491,3.282,Latte,3,8,2024
2024-08-12,10:09,card,ANON-0000-0000-0492,1.812,Espresso,3,8,2024
2024-08-12,12:01,card,ANON-0000-0000-0492,2.792,Americano with Milk,3,8,2024
2024-08-12,12:03,card,ANON-0000-0000-0493,2.792,Americano with Milk,3,8,2024
2024-08-12,12:26,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,8,2024
2024-08-12,12:51,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,8,2024
2024-08-12,13:57,card,ANON-0000-0000-0494,3.282,Latte,3,8,2024
2024-08-12,15:15,card,ANON-0000-0000-0134,3.282,Cappuccino,3,8,2024
2024-08-12,15:31,card,ANON-0000-0000-0134,3.282,Cappuccino,3,8,2024
2024-08-13,6:56,card,ANON-0000-0000-0495,2.792,Americano with Milk,3,8,2024
2024-08-13,7:38,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,8,2024
2024-08-13,7:42,card,ANON-0000-0000-0385,2.792,Americano with Milk,3,8,2024
2024-08-13,7:52,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-13,9:25,card,ANON-0000-0000-0496,3.282,Latte,3,8,2024
2024-08-13,10:58,card,ANON-0000-0000-0497,2.792,Americano with Milk,3,8,2024
2024-08-13,12:00,card,ANON-0000-0000-0494,3.282,Latte,3,8,2024
2024-08-13,15:27,card,ANON-0000-0000-0498,3.282,Cappuccino,3,8,2024
2024-08-13,15:39,card,ANON-0000-0000-0097,2.792,Americano with Milk,3,8,2024
2024-08-13,15:47,card,ANON-0000-0000-0499,3.282,Latte,3,8,2024
2024-08-13,16:09,card,ANON-0000-0000-0499,3.282,Cocoa,3,8,2024
2024-08-13,17:09,card,ANON-0000-0000-0500,3.282,Cappuccino,3,8,2024
2024-08-13,17:14,card,ANON-0000-0000-0501,2.302,Cortado,3,8,2024
2024-08-14,6:12,card,ANON-0000-0000-0475,3.282,Latte,3,8,2024
2024-08-14,7:31,card,ANON-0000-0000-0472,3.282,Cappuccino,3,8,2024
2024-08-14,9:57,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-14,11:31,card,ANON-0000-0000-0095,1.812,Espresso,3,8,2024
2024-08-14,11:33,card,ANON-0000-0000-0502,2.302,Americano,3,8,2024
2024-08-14,11:44,card,ANON-0000-0000-0450,2.302,Americano,3,8,2024
2024-08-14,15:17,card,ANON-0000-0000-0503,3.282,Latte,3,8,2024
2024-08-14,15:34,card,ANON-0000-0000-0504,2.302,Americano,3,8,2024
2024-08-14,15:39,card,ANON-0000-0000-0505,2.302,Cortado,3,8,2024
2024-08-14,15:56,card,ANON-0000-0000-0506,2.792,Americano with Milk,3,8,2024
2024-08-14,16:50,card,ANON-0000-0000-0012,3.282,Latte,3,8,2024
2024-08-14,17:04,card,ANON-0000-0000-0012,2.302,Cortado,3,8,2024
2024-08-14,17:27,card,ANON-0000-0000-0507,3.282,Latte,3,8,2024
2024-08-15,7:24,card,ANON-0000-0000-0141,2.302,Cortado,3,8,2024
2024-08-15,8:03,card,ANON-0000-0000-0508,3.282,Cappuccino,3,8,2024
